year,geography_name,geography,sex,race_ethnicity,age_category,metric_name,metric_value,lower_bound,upper_bound,uncertainty_type,source,category,quality_flag,candida_auris_case_type,blood_lead_level,fatal_nonfatal_shootings,leading_cause_death,leading_cause_death_rank,drug_category,aqi_category,syphilis_transmission_category,smoke_type,objectid
2015,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_deaths,236,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,1264
2020,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,235,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,1265
2018,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,233,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,1266
2018,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_deaths,233,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,1267
2015,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,233,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,1268
2013,Philadelphia,County,Male,White (NH),All ages,count_deaths,229,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1269
2020,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_congenital_syphilis_cases,6,-99999,-99999,NA,"STD Surveillance, Division of Disease Control, PDPH",Infectious Health Conditions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270
2021,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_congenital_syphilis_cases,10,-99999,-99999,NA,"STD Surveillance, Division of Disease Control, PDPH",Infectious Health Conditions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271
2022,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_congenital_syphilis_cases,26,-99999,-99999,NA,"STD Surveillance, Division of Disease Control, PDPH",Infectious Health Conditions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272
2007,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,329,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1273
2008,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,278,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1274
2009,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,242,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1275
2010,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,239,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1276
2015,Philadelphia,County,Female,White (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1277
2015,Philadelphia,County,All sexes,Asian/PI (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1278
2015,Philadelphia,County,Female,Hispanic,All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1279
2015,Philadelphia,County,Female,Asian/PI (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1280
2015,Philadelphia,County,All sexes,All races/ethnicities,All ages,age_adjusted_mortality_rate_per_100k,18.16053947,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1281
2015,Philadelphia,County,Male,All races/ethnicities,All ages,age_adjusted_mortality_rate_per_100k,34.14429212,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1282
2015,Philadelphia,County,All sexes,Black (NH),All ages,age_adjusted_mortality_rate_per_100k,32.63103027,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1283
2019,Philadelphia,County,All sexes,Hispanic,<1,infant_mortality_rate_per_1k_live_births,4.76417342,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284
2019,Philadelphia,County,All sexes,White (NH),<1,infant_mortality_rate_per_1k_live_births,4.10907733,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285
2018,Philadelphia,County,All sexes,All races/ethnicities,<1,infant_mortality_rate_per_1k_live_births,8.21636426,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286
2012,Philadelphia,County,Male,Hispanic,All ages,count_deaths,34,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,3,NA,NA,NA,NA,1287
2018,Philadelphia,County,All sexes,Asian/PI (NH),<1,infant_mortality_rate_per_1k_live_births,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288
2018,Philadelphia,County,All sexes,Black (NH),<1,infant_mortality_rate_per_1k_live_births,12.60398286,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289
2018,Philadelphia,County,All sexes,Hispanic,<1,infant_mortality_rate_per_1k_live_births,7.59493671,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290
2018,Philadelphia,County,All sexes,White (NH),<1,infant_mortality_rate_per_1k_live_births,4.16893239,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291
2016,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_deaths,228,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,1292
2012,Philadelphia,County,Male,White (NH),All ages,count_deaths,227,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1293
2016,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,226,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,1294
2014,Philadelphia,County,Male,White (NH),All ages,count_deaths,223,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1295
2021,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_deaths,216,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,1296
2012,Philadelphia,County,Female,Black (NH),All ages,count_deaths,216,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1297
2015,Philadelphia,County,Female,White (NH),All ages,count_deaths,214,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1298
2011,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,269,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1299
2012,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,278,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1300
2013,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,199,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1301
2014,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,211,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1302
2015,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,233,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1303
2016,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,262,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1304
2017,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,259,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1305
2015,Philadelphia,County,Male,Black (NH),All ages,age_adjusted_mortality_rate_per_100k,65.05843993,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1306
2015,Philadelphia,County,All sexes,Hispanic,All ages,age_adjusted_mortality_rate_per_100k,21.05171057,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1307
2015,Philadelphia,County,Male,Hispanic,All ages,age_adjusted_mortality_rate_per_100k,40.95136637,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1308
2015,Philadelphia,County,Male,Asian/PI (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1309
2014,Philadelphia,County,All sexes,All races/ethnicities,All ages,age_adjusted_mortality_rate_per_100k,14.40813262,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1310
2014,Philadelphia,County,Female,All races/ethnicities,All ages,age_adjusted_mortality_rate_per_100k,3.43360965,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1311
2014,Philadelphia,County,All sexes,White (NH),All ages,age_adjusted_mortality_rate_per_100k,3.09304398,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1312
2017,Philadelphia,County,All sexes,All races/ethnicities,<1,infant_mortality_rate_per_1k_live_births,8.36387558,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313
2017,Philadelphia,County,All sexes,Asian/PI (NH),<1,infant_mortality_rate_per_1k_live_births,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314
2017,Philadelphia,County,All sexes,Black (NH),<1,infant_mortality_rate_per_1k_live_births,13.68233195,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315
2017,Philadelphia,County,All sexes,Hispanic,<1,infant_mortality_rate_per_1k_live_births,4.06601292,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316
2017,Philadelphia,County,All sexes,White (NH),<1,infant_mortality_rate_per_1k_live_births,5.05050505,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317
2016,Philadelphia,County,All sexes,All races/ethnicities,<1,infant_mortality_rate_per_1k_live_births,8.71348027,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318
2016,Philadelphia,County,All sexes,Asian/PI (NH),<1,infant_mortality_rate_per_1k_live_births,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319
2021,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,212,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,1320
2019,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_deaths,209,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,3,NA,NA,NA,NA,1321
2019,Philadelphia,County,Female,All races/ethnicities,All ages,count_deaths,208,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Breast cancer,2,NA,NA,NA,NA,1322
2014,Philadelphia,County,Female,White (NH),All ages,count_deaths,206,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1323
2016,Philadelphia,County,Female,Black (NH),All ages,count_deaths,204,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1324
2013,Philadelphia,County,Female,White (NH),All ages,count_deaths,204,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1325
2013,Philadelphia,County,Female,Black (NH),All ages,count_deaths,200,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1326
2018,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,301,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1327
2019,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,311,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1328
2020,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,447,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1329
2021,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,507,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1330
2022,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,474,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Fatal,NA,NA,NA,NA,NA,NA,1331
2007,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,1267,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Nonfatal,NA,NA,NA,NA,NA,NA,1332
2008,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_annual_shooting_victims,1121,-99999,-99999,NA,"Injury Prevention Dashboard, PDPH",Gun Violence and Other Injuries,NA,NA,NA,Nonfatal,NA,NA,NA,NA,NA,NA,1333
2014,Philadelphia,County,Female,Black (NH),All ages,age_adjusted_mortality_rate_per_100k,4.62653668,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1334
2014,Philadelphia,County,Male,White (NH),All ages,age_adjusted_mortality_rate_per_100k,4.14107036,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1335
2014,Philadelphia,County,Female,White (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1336
2014,Philadelphia,County,Female,Hispanic,All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1337
2014,Philadelphia,County,All sexes,Asian/PI (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1338
2014,Philadelphia,County,Male,Asian/PI (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1339
2014,Philadelphia,County,Female,Asian/PI (NH),All ages,age_adjusted_mortality_rate_per_100k,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,NA,NA,NA,NA,NA,1340
2016,Philadelphia,County,All sexes,Black (NH),<1,infant_mortality_rate_per_1k_live_births,13.27025156,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341
2016,Philadelphia,County,All sexes,Hispanic,<1,infant_mortality_rate_per_1k_live_births,7.60456274,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342
2016,Philadelphia,County,All sexes,White (NH),<1,infant_mortality_rate_per_1k_live_births,4.05200068,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343
2015,Philadelphia,County,All sexes,All races/ethnicities,<1,infant_mortality_rate_per_1k_live_births,8.3386205,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344
2015,Philadelphia,County,All sexes,Asian/PI (NH),<1,infant_mortality_rate_per_1k_live_births,-99999,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345
2015,Philadelphia,County,All sexes,Black (NH),<1,infant_mortality_rate_per_1k_live_births,13.25510648,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346
2015,Philadelphia,County,All sexes,Hispanic,<1,infant_mortality_rate_per_1k_live_births,6.09013398,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347
2012,Philadelphia,County,Male,All races/ethnicities,All ages,count_deaths,197,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,2,NA,NA,NA,NA,1348
2012,Philadelphia,County,All sexes,All races/ethnicities,All ages,count_deaths,197,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Prostate cancer,4,NA,NA,NA,NA,1349
2016,Philadelphia,County,Male,White (NH),All ages,count_deaths,196,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1350
2015,Philadelphia,County,Female,Black (NH),All ages,count_deaths,195,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1351
2014,Philadelphia,County,Female,Black (NH),All ages,count_deaths,193,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Lung cancer,1,NA,NA,NA,NA,1352
